# Mixer complete? Yes
501	0.3915	71.91	0.6303	14	0.7544	31.85	40.97
502	0.3907	72.2	0.629	14	0.7505	31.91	40.88
503	0.39	72.49	0.6277	14	0.7465	31.98	40.8
504	0.3892	72.78	0.6264	14	0.7424	32.04	40.71
505	0.3884	73.07	0.625	14	0.7381	32.12	40.62
506	0.3877	73.36	0.6235	14	0.7336	32.19	40.53
507	0.3869	73.65	0.622	14	0.729	32.27	40.43
508	0.3861	73.94	0.6205	14	0.7241	32.35	40.33
509	0.3854	74.23	0.6189	14	0.7191	32.43	40.23
510	0.3846	74.52	0.6172	14	0.7138	32.52	40.12
511	0.3839	74.81	0.6155	14	0.7082	32.61	40.01
512	0.3831	75.11	0.6137	14	0.7023	32.7	39.89
513	0.3824	75.4	0.612	14	0.6961	32.8	39.78
514	0.3816	75.69	0.6101	14	0.6897	32.9	39.66
515	0.3809	75.99	0.6081	14	0.6827	33.01	39.53
516	0.3801	76.28	0.6061	14	0.6754	33.12	39.4
517	0.3794	76.58	0.6041	14	0.6676	33.23	39.26
518	0.3787	76.88	0.602	14	0.6593	33.34	39.13
519	0.3779	77.17	0.5999	14	0.6505	33.46	38.99
520	0.3772	77.47	0.5977	14	0.6413	33.58	38.85
521	0.3765	77.77	0.5956	14	0.6317	33.7	38.72
522	0.3758	78.07	0.5935	14	0.6216	33.82	38.58
523	0.3751	78.37	0.5915	14	0.6111	33.93	38.45
524	0.3743	78.67	0.5895	14	0.6001	34.05	38.32
525	0.3736	78.97	0.5876	14	0.5887	34.16	38.2
526	0.3729	79.27	0.5859	14	0.577	34.26	38.08
527	0.3722	79.57	0.5843	14	0.5651	34.35	37.98
528	0.3715	79.87	0.5829	14	0.553	34.43	37.89
529	0.3708	80.18	0.5818	14	0.5408	34.5	37.82
530	0.3701	80.48	0.5809	14	0.5287	34.55	37.76
531	0.3694	80.78	0.5803	14	0.5167	34.59	37.72
532	0.3687	81.09	0.5802	14	0.505	34.6	37.71
533	0.368	81.39	0.5803	14	0.4938	34.59	37.72
534	0.3673	81.7	0.5808	14	0.483	34.56	37.75
535	0.3666	82.01	0.5816	14	0.4727	34.51	37.81
536	0.366	82.31	0.5829	14	0.4632	34.43	37.89
537	0.3653	82.62	0.5847	14	0.4544	34.33	38
538	0.3646	82.93	0.5868	14	0.4466	34.21	38.14
539	0.3639	83.24	0.5893	14	0.4396	34.06	38.3
540	0.3632	83.55	0.5921	14	0.4336	33.9	38.49
541	0.3626	83.86	0.5952	14	0.4287	33.72	38.69
542	0.3619	84.17	0.5986	14	0.4247	33.53	38.91
543	0.3612	84.48	0.6023	14	0.4218	33.32	39.15
544	0.3606	84.79	0.6062	14	0.4199	33.11	39.4
545	0.3599	85.1	0.6102	14	0.4189	32.89	39.66
546	0.3593	85.41	0.6144	14	0.4188	32.67	39.93
547	0.3586	85.73	0.6186	14	0.4196	32.45	40.21
548	0.3579	86.04	0.6228	14	0.4212	32.23	40.48
549	0.3573	86.35	0.627	14	0.4235	32.01	40.75
550	0.3566	86.67	0.6311	14	0.4265	31.8	41.02
551	0.356	86.98	0.6351	14	0.4298	31.6	41.28
552	0.3554	87.3	0.639	14	0.4335	31.41	41.53
553	0.3547	87.62	0.6426	14	0.4375	31.23	41.77
554	0.3541	87.93	0.6461	14	0.4417	31.06	42
555	0.3534	88.25	0.6494	14	0.446	30.91	42.21
556	0.3528	88.57	0.6525	14	0.4504	30.76	42.41
557	0.3522	88.89	0.6553	14	0.4547	30.63	42.59
558	0.3515	89.21	0.6579	14	0.4588	30.51	42.76
559	0.3509	89.53	0.6602	14	0.4626	30.4	42.91
560	0.3503	89.85	0.6622	14	0.4662	30.31	43.04
